date,equity,drawdown
2018-06-08,1.0,0.0
2018-06-09,1.0,0.0
2018-06-10,1.0,0.0
2018-06-11,1.0,0.0
2018-06-12,1.0,0.0
2018-06-13,1.0,0.0
2018-06-14,1.0,0.0
2018-06-15,1.0,0.0
2018-06-16,1.0,0.0
2018-06-17,1.0,0.0
2018-06-18,1.0,0.0
2018-06-19,1.0,0.0
2018-06-20,1.0,0.0
2018-06-21,1.0,0.0
2018-06-22,1.0,0.0
2018-06-23,1.0,0.0
2018-06-24,1.0,0.0
2018-06-25,1.0,0.0
2018-06-26,1.0,0.0
2018-06-27,1.0,0.0
2018-06-28,1.0,0.0
2018-06-29,1.0,0.0
2018-06-30,1.0,0.0
2018-07-01,1.0,0.0
2018-07-02,1.0,0.0
2018-07-03,1.0,0.0
2018-07-04,1.0,0.0
2018-07-05,1.0,0.0
2018-07-06,1.0,0.0
2018-07-07,1.0,0.0
2018-07-08,1.0,0.0
2018-07-09,1.0,0.0
2018-07-10,1.0,0.0
2018-07-11,1.0,0.0
2018-07-12,1.0,0.0
2018-07-13,1.0,0.0
2018-07-14,1.0,0.0
2018-07-15,1.0,0.0
2018-07-16,1.0,0.0
2018-07-17,1.0,0.0
2018-07-18,1.0,0.0
2018-07-19,1.0,0.0
2018-07-20,1.0,0.0
2018-07-21,1.0,0.0
2018-07-22,1.0,0.0
2018-07-23,1.0,0.0
2018-07-24,1.0,0.0
2018-07-25,1.0,0.0
2018-07-26,1.0,0.0
2018-07-27,1.0,0.0
2018-07-28,1.0,0.0
2018-07-29,1.0,0.0
2018-07-30,1.0,0.0
2018-07-31,1.0,0.0
2018-08-01,1.0,0.0
2018-08-02,1.0,0.0
2018-08-03,1.0,0.0
2018-08-04,1.0,0.0
2018-08-05,1.0,0.0
2018-08-06,1.0,0.0
2018-08-07,1.0,0.0
2018-08-08,1.0,0.0
2018-08-09,1.0,0.0
2018-08-10,1.0,0.0
2018-08-11,1.0,0.0
2018-08-12,1.0,0.0
2018-08-13,1.0,0.0
2018-08-14,1.0,0.0
2018-08-15,1.0,0.0
2018-08-16,1.0,0.0
2018-08-17,1.0,0.0
2018-08-18,1.0,0.0
2018-08-19,1.0,0.0
2018-08-20,1.0,0.0
2018-08-21,1.0,0.0
2018-08-22,1.0,0.0
2018-08-23,1.0,0.0
2018-08-24,1.0,0.0
2018-08-25,1.0,0.0
2018-08-26,1.0,0.0
2018-08-27,1.0,0.0
2018-08-28,1.0,0.0
2018-08-29,1.0,0.0
2018-08-30,1.0,0.0
2018-08-31,1.0,0.0
2018-09-01,1.0,0.0
2018-09-02,1.0,0.0
2018-09-03,1.0,0.0
2018-09-04,1.0,0.0
2018-09-05,1.0,0.0
2018-09-06,1.0,0.0
2018-09-07,1.0,0.0
2018-09-08,1.0,0.0
2018-09-09,1.0,0.0
2018-09-10,1.0,0.0
2018-09-11,1.0,0.0
2018-09-12,1.0,0.0
2018-09-13,1.0,0.0
2018-09-14,1.0,0.0
2018-09-15,1.0,0.0
2018-09-16,1.0,0.0
2018-09-17,1.0,0.0
2018-09-18,1.0,0.0
2018-09-19,1.0,0.0
2018-09-20,1.0,0.0
2018-09-21,1.0,0.0
2018-09-22,1.0,0.0
2018-09-23,1.0,0.0
2018-09-24,1.0,0.0
2018-09-25,1.0,0.0
2018-09-26,1.0,0.0
2018-09-27,1.0,0.0
2018-09-28,1.0,0.0
2018-09-29,1.0,0.0
2018-09-30,1.0,0.0
2018-10-01,1.0,0.0
2018-10-02,1.0,0.0
2018-10-03,1.0,0.0
2018-10-04,1.0,0.0
2018-10-05,1.0,0.0
2018-10-06,1.0,0.0
2018-10-07,1.0,0.0
2018-10-08,1.0,0.0
2018-10-09,1.0,0.0
2018-10-10,1.0,0.0
2018-10-11,1.0,0.0
2018-10-12,1.0,0.0
2018-10-13,1.0,0.0
2018-10-14,1.0,0.0
2018-10-15,1.0,0.0
2018-10-16,1.0,0.0
2018-10-17,1.0,0.0
2018-10-18,1.0,0.0
2018-10-19,1.0,0.0
2018-10-20,1.0,0.0
2018-10-21,1.0,0.0
2018-10-22,1.0,0.0
2018-10-23,1.0,0.0
2018-10-24,1.0,0.0
2018-10-25,1.0,0.0
2018-10-26,1.0,0.0
2018-10-27,1.0,0.0
2018-10-28,1.0,0.0
2018-10-29,1.0,0.0
2018-10-30,1.0,0.0
2018-10-31,1.0,0.0
2018-11-01,1.0,0.0
2018-11-02,1.0,0.0
2018-11-03,1.0,0.0
2018-11-04,1.0,0.0
2018-11-05,1.0,0.0
2018-11-06,1.0,0.0
2018-11-07,1.0,0.0
2018-11-08,1.0,0.0
2018-11-09,1.0,0.0
2018-11-10,1.0,0.0
2018-11-11,1.0,0.0
2018-11-12,1.0,0.0
2018-11-13,1.0,0.0
2018-11-14,1.0,0.0
2018-11-15,1.0,0.0
2018-11-16,1.0,0.0
2018-11-17,1.0,0.0
2018-11-18,1.0,0.0
2018-11-19,1.0,0.0
2018-11-20,1.0,0.0
2018-11-21,1.0,0.0
2018-11-22,1.0,0.0
2018-11-23,1.0,0.0
2018-11-24,1.0,0.0
2018-11-25,1.0,0.0
2018-11-26,1.0,0.0
2018-11-27,1.0,0.0
2018-11-28,1.0,0.0
2018-11-29,1.0,0.0
2018-11-30,1.0,0.0
2018-12-01,1.0,0.0
2018-12-02,1.0,0.0
2018-12-03,1.0,0.0
2018-12-04,1.0,0.0
2018-12-05,1.0,0.0
2018-12-06,1.0,0.0
2018-12-07,1.0,0.0
2018-12-08,1.0,0.0
2018-12-09,1.0,0.0
2018-12-10,1.0,0.0
2018-12-11,1.0,0.0
2018-12-12,1.0,0.0
2018-12-13,1.0,0.0
2018-12-14,1.0,0.0
2018-12-15,1.0,0.0
2018-12-16,1.0,0.0
2018-12-17,1.0,0.0
2018-12-18,1.0,0.0
2018-12-19,1.0,0.0
2018-12-20,1.0,0.0
2018-12-21,1.0,0.0
2018-12-22,1.0,0.0
2018-12-23,1.0,0.0
2018-12-24,1.0,0.0
2018-12-25,1.0,0.0
2018-12-26,1.0,0.0
2018-12-27,1.0,0.0
2018-12-28,1.0,0.0
2018-12-29,1.0,0.0
2018-12-30,1.0,0.0
2018-12-31,1.0,0.0
2019-01-01,1.0,0.0
2019-01-02,1.0,0.0
2019-01-03,1.0,0.0
2019-01-04,1.0,0.0
2019-01-05,1.0,0.0
2019-01-06,1.0,0.0
2019-01-07,1.0,0.0
2019-01-08,1.0,0.0
2019-01-09,1.0,0.0
2019-01-10,1.0,0.0
2019-01-11,1.0,0.0
2019-01-12,1.0,0.0
2019-01-13,1.0,0.0
2019-01-14,1.0,0.0
2019-01-15,1.0,0.0
2019-01-16,1.0,0.0
2019-01-17,1.0,0.0
2019-01-18,1.0,0.0
2019-01-19,1.0,0.0
2019-01-20,1.0,0.0
2019-01-21,1.0,0.0
2019-01-22,1.0,0.0
2019-01-23,1.0,0.0
2019-01-24,1.0,0.0
2019-01-25,1.0,0.0
2019-01-26,1.0,0.0
2019-01-27,1.0,0.0
2019-01-28,1.0,0.0
2019-01-29,1.0,0.0
2019-01-30,1.0,0.0
2019-01-31,1.0,0.0
2019-02-01,1.0,0.0
2019-02-02,1.0,0.0
2019-02-03,1.0,0.0
2019-02-04,1.0,0.0
2019-02-05,1.0,0.0
2019-02-06,1.0,0.0
2019-02-07,1.0,0.0
2019-02-08,1.0,0.0
2019-02-09,1.0,0.0
2019-02-10,1.0,0.0
2019-02-11,1.0,0.0
2019-02-12,1.0,0.0
2019-02-13,1.0,0.0
2019-02-14,1.0,0.0
2019-02-15,1.0,0.0
2019-02-16,1.0,0.0
2019-02-17,1.0,0.0
2019-02-18,1.0,0.0
2019-02-19,1.0,0.0
2019-02-20,1.0,0.0
2019-02-21,1.0,0.0
2019-02-22,1.0,0.0
2019-02-23,1.0,0.0
2019-02-24,1.0,0.0
2019-02-25,1.0,0.0
2019-02-26,1.0,0.0
2019-02-27,1.0,0.0
2019-02-28,1.0,0.0
2019-03-01,1.0,0.0
2019-03-02,1.0,0.0
2019-03-03,1.0,0.0
2019-03-04,1.0,0.0
2019-03-05,1.0,0.0
2019-03-06,1.0,0.0
2019-03-07,1.0,0.0
2019-03-08,1.0,0.0
2019-03-09,1.0,0.0
2019-03-10,1.0,0.0
2019-03-11,1.0,0.0
2019-03-12,1.0,0.0
2019-03-13,1.0,0.0
2019-03-14,1.0,0.0
2019-03-15,1.0,0.0
2019-03-16,1.0,0.0
2019-03-17,1.0,0.0
2019-03-18,1.0,0.0
2019-03-19,1.0,0.0
2019-03-20,1.0,0.0
2019-03-21,1.0,0.0
2019-03-22,1.0,0.0
2019-03-23,1.0,0.0
2019-03-24,1.0,0.0
2019-03-25,1.0,0.0
2019-03-26,1.0,0.0
2019-03-27,1.0,0.0
2019-03-28,1.0,0.0
2019-03-29,1.0,0.0
2019-03-30,1.0,0.0
2019-03-31,1.0,0.0
2019-04-01,1.0,0.0
2019-04-02,1.0,0.0
2019-04-03,1.0,0.0
2019-04-04,1.0,0.0
2019-04-05,1.0,0.0
2019-04-06,1.0,0.0
2019-04-07,1.0,0.0
2019-04-08,1.0,0.0
2019-04-09,1.0,0.0
2019-04-10,1.0,0.0
2019-04-11,1.0,0.0
2019-04-12,1.0,0.0
2019-04-13,1.0,0.0
2019-04-14,1.0,0.0
2019-04-15,1.0,0.0
2019-04-16,1.0,0.0
2019-04-17,1.0,0.0
2019-04-18,1.0,0.0
2019-04-19,1.0,0.0
2019-04-20,1.0,0.0
2019-04-21,1.0,0.0
2019-04-22,1.0,0.0
2019-04-23,1.0,0.0
2019-04-24,1.0,0.0
2019-04-25,1.0,0.0
2019-04-26,1.0,0.0
2019-04-27,1.0,0.0
2019-04-28,1.0,0.0
2019-04-29,1.0,0.0
2019-04-30,1.0,0.0
2019-05-01,1.0,0.0
2019-05-02,1.0,0.0
2019-05-03,1.0,0.0
2019-05-04,1.0,0.0
2019-05-05,1.0,0.0
2019-05-06,1.0,0.0
2019-05-07,1.0,0.0
2019-05-08,1.0,0.0
2019-05-09,1.0,0.0
2019-05-10,1.0,0.0
2019-05-11,1.0,0.0
2019-05-12,1.0,0.0
2019-05-13,1.0,0.0
2019-05-14,1.0,0.0
2019-05-15,1.0,0.0
2019-05-16,1.0,0.0
2019-05-17,1.0,0.0
2019-05-18,1.0,0.0
2019-05-19,1.0,0.0
2019-05-20,1.0,0.0
2019-05-21,1.0,0.0
2019-05-22,0.9995,-0.0004999999999999449
2019-05-23,1.0267437888643351,0.0
2019-05-24,1.0428749111765303,0.0
2019-05-25,1.0458238067721877,0.0
2019-05-26,1.1310269873681964,0.0
2019-05-27,1.145150987534781,0.0
2019-05-28,1.1331602863434402,-0.010470847357127666
2019-05-29,1.1241184807477569,-0.018366579617856038
2019-05-30,1.0746974880852915,-0.06152332768027202
2019-05-31,1.1081018281366724,-0.03235307815423194
2019-06-01,1.1127872811298605,-0.028261519011210323
2019-06-02,1.1338744211833236,-0.009847231041325788
2019-06-03,1.1005715429124727,-0.03892887934216993
2019-06-04,0.99626883252774,-0.1300109388435724
2019-06-05,1.0105112047716096,-0.11757382583498144
2019-06-06,1.0086341618318067,-0.11921294850110575
2019-06-07,1.0447623604527978,-0.08766409685249832
2019-06-08,1.0327638545091087,-0.09814175968848715
2019-06-09,0.9888126924508509,-0.1365219929823286
2019-06-10,1.0347735782388354,-0.0963867738817219
2019-06-11,1.0325167040180743,-0.09835758318575938
2019-06-12,1.0573345156940983,-0.07668549632020938
2019-06-13,1.0656010492231685,-0.06946676829302945
2019-06-14,1.1309255255876662,-0.012422346137725082
2019-06-15,1.1471698168089142,0.0
2019-06-16,1.1742093813201313,0.0
2019-06-17,1.2140565444351608,0.0
2019-06-18,1.173253299157446,-0.033609015547705345
2019-06-19,1.2091824765935515,-0.004014695908481691
2019-06-20,1.240822942614182,0.0
2019-06-21,1.285843355744178,0.0
2019-06-22,1.3888816962484611,0.0
2019-06-23,1.4032398389854992,0.0
2019-06-24,1.4273070936440138,0.0
2019-06-25,1.475187948509718,0.0
2019-06-26,1.6515831563371153,0.0
2019-06-27,1.4408119167909545,-0.12761769744225882
2019-06-28,1.6035904333544169,-0.02905861736271076
2019-06-29,1.559256838431085,-0.055901707129777156
2019-06-30,1.4259529691115576,-0.13661448795951692
2019-07-01,1.3691942084494875,-0.17098076279362806
2019-07-02,1.3956926434645451,-0.15493649949790278
2019-07-03,1.547709707331548,-0.06289326008624241
2019-07-04,1.4548292520087773,-0.11913048614802979
2019-07-05,1.4283542312507649,-0.13516057258747294
2019-07-06,1.4579706648290298,-0.11722842459684546
2019-07-07,1.4914413452753725,-0.0969626085415557
2019-07-08,1.6030128816806317,-0.029408313151002785
2019-07-09,1.6353934983823073,-0.00980250851595832
2019-07-10,1.5762581906301332,-0.04560773426270459
2019-07-11,1.467537839524297,-0.11143569496130867
2019-07-12,1.467537839524297,-0.11143569496130867
2019-07-13,1.467537839524297,-0.11143569496130867
2019-07-14,1.467537839524297,-0.11143569496130867
2019-07-15,1.467537839524297,-0.11143569496130867
2019-07-16,1.467537839524297,-0.11143569496130867
2019-07-17,1.467537839524297,-0.11143569496130867
2019-07-18,1.466804070604535,-0.11187997711382791
2019-07-19,1.4509685596492772,-0.12146805682661577
2019-07-20,1.5162574227611723,-0.0819369785025349
2019-07-21,1.460879388634964,-0.11546725150981463
2019-07-22,1.4255052679031035,-0.1368855619328353
2019-07-23,1.3650848337412687,-0.17346890557496553
2019-07-24,1.3489069035064831,-0.18326431319504866
2019-07-25,1.3662170265203524,-0.17278338588148867
2019-07-26,1.3528281565462363,-0.1808900742566656
2019-07-27,1.3038359658386407,-0.2105538489928107
2019-07-28,1.3176335297915478,-0.2021997047282813
2019-07-29,1.3137826936197619,-0.2045313076857287
2019-07-30,1.3207636286088442,-0.20030449357570546
2019-07-31,1.382973479650792,-0.16263769441803122
2019-08-01,1.4324668727715677,-0.13267045181757853
2019-08-02,1.447647921071599,-0.12347863592760555
2019-08-03,1.4948907358632202,-0.09487407271784476
2019-08-04,1.515213596247773,-0.08256899421993558
2019-08-05,1.6236334813511533,-0.016922959572891805
2019-08-06,1.5665599195021223,-0.05147984012113427
2019-08-07,1.6460867971724458,-0.0033279336517691993
2019-08-08,1.6348118139602534,-0.01015470659924711
2019-08-09,1.6390243995321856,-0.00760407173973765
2019-08-10,1.5622493026041957,-0.05408983095410369
2019-08-11,1.586632869041536,-0.03932607755556561
2019-08-12,1.5713634544758202,-0.04857139742161487
2019-08-13,1.4973180467237437,-0.09340438537500051
2019-08-14,1.3875560989602786,-0.15986301165870231
2019-08-15,1.4270213016487552,-0.13596763434327697
2019-08-16,1.4322293884325406,-0.13281424375328332
2019-08-17,1.4104871449054286,-0.1459787298669175
2019-08-18,1.429321586002357,-0.13457485896604238
2019-08-19,1.4939311334468015,-0.09545509245804784
2019-08-20,1.4885186996736206,-0.09873221099271767
2019-08-21,1.3946088315402294,-0.15559272556811732
2019-08-22,1.3970140508343318,-0.15413641421929214
2019-08-23,1.4351703282123556,-0.131033564549496
2019-08-24,1.396584646012021,-0.1543964101030374
2019-08-25,1.3930444724930324,-0.1565399131445918
2019-08-26,1.4276785257497846,-0.1355696985212097
2019-08-27,1.3984734749410292,-0.15325276261440768
2019-08-28,1.3411265299575363,-0.18797517108863615
2019-08-29,1.306482811640475,-0.2089512377094016
2019-08-30,1.3209942093333653,-0.2001648816381313
2019-08-31,1.326205057562953,-0.1970098190488856
2019-09-01,1.3490988239897668,-0.18314810924700808
2019-09-02,1.4325587571192044,-0.13261481771445505
2019-09-03,1.4318424777406449,-0.13304851030559783
2019-09-04,1.4276596677330062,-0.13558111666670603
2019-09-05,1.4268654462325228,-0.13606200162695525
2019-09-06,1.3959757584004815,-0.15476507916411575
2019-09-07,1.4132261415170917,-0.14432032314294863
2019-09-08,1.4015380057510651,-0.15139725155625883
2019-09-09,1.3942605635811016,-0.1558035947319203
2019-09-10,1.361384647786052,-0.17570929289123172
2019-09-11,1.3632158070350442,-0.1746005632205725
2019-09-12,1.3991310696248127,-0.1528546024120223
2019-09-13,1.3913506654519965,-0.15756547884773964
2019-09-14,1.3964166929177282,-0.15449810228465632
2019-09-15,1.3906333040967214,-0.15799982655377098
2019-09-16,1.3828084019451004,-0.1627376456103513
2019-09-17,1.3784678263762449,-0.16536577580906442
2019-09-18,1.368992453738051,-0.17110292116673964
2019-09-19,1.3801061610504168,-0.16437379749547743
2019-09-20,1.3659598490613325,-0.17293910160069614
2019-09-21,1.3491207351427656,-0.18313484248964573
2019-09-22,1.350246668848884,-0.18245311253750984
2019-09-23,1.306542911544698,-0.2089148484401162
2019-09-24,1.1746819161104616,-0.28875399848732186
2019-09-25,1.1362734182840313,-0.31200956250724854
2019-09-26,1.0947028671152692,-0.3371796854945508
2019-09-27,1.1071043189657706,-0.3296708587043786
2019-09-28,1.1039962025674444,-0.3315527599494963
2019-09-29,1.0865651306884152,-0.34210691934022763
2019-09-30,1.111024186371382,-0.32729745873927796
2019-10-01,1.1222754328909625,-0.3204850578762577
2019-10-02,1.1220826083161424,-0.32060180923333004
2019-10-03,1.1114974830550317,-0.32701088722646376
2019-10-04,1.101846815348819,-0.33285417018147767
2019-10-05,1.0966405518286728,-0.3360064568224318
2019-10-06,1.060323459006062,-0.35799571766180416
2019-10-07,1.109443833912016,-0.32825433000143756
2019-10-08,1.1062035720008763,-0.3302162426660872
2019-10-09,1.160512680920175,-0.2973331821245002
2019-10-10,1.1581354101131254,-0.2987725712330219
2019-10-11,1.1212047845524502,-0.32113331366307907
2019-10-12,1.1228984045942279,-0.3201078611841778
2019-10-13,1.1158124385754844,-0.3243982694458233
2019-10-14,1.1220178839833352,-0.3206409985000398
2019-10-15,1.0968913586182987,-0.3358545984139323
2019-10-16,1.078347837269153,-0.3470823233262349
2019-10-17,1.0853272778234855,-0.34285641406604883
2019-10-18,1.0719563094044826,-0.3509522634138086
2019-10-19,1.0717331250723052,-0.3510873969862969
2019-10-20,1.0717331250723052,-0.3510873969862969
2019-10-21,1.0717331250723052,-0.3510873969862969
2019-10-22,1.0717331250723052,-0.3510873969862969
2019-10-23,1.0717331250723052,-0.3510873969862969
2019-10-24,1.0717331250723052,-0.3510873969862969
2019-10-25,1.0717331250723052,-0.3510873969862969
2019-10-26,1.0717331250723052,-0.3510873969862969
2019-10-27,1.0717331250723052,-0.3510873969862969
2019-10-28,1.0717331250723052,-0.3510873969862969
2019-10-29,1.071197258509769,-0.3514118532878038
2019-10-30,1.0409735462504544,-0.36971169616483146
2019-10-31,1.0368763196495465,-0.3721924835143432
2019-11-01,1.0465696474954496,-0.36632337071265975
2019-11-02,1.0583008094524664,-0.35922039081606505
2019-11-03,1.0457322746814175,-0.36683038291535697
2019-11-04,1.0696008038358622,-0.3523784741132713
2019-11-05,1.0593231304625517,-0.3586013962433955
2019-11-06,1.0593140532504755,-0.35860689231063336
2019-11-07,1.0460057256952138,-0.366664813889815
2019-11-08,1.0006423583442585,-0.3941314099112725
2019-11-09,0.9993533942294339,-0.3949118514590557
2019-11-10,1.0257805625378655,-0.37891073870428427
2019-11-11,0.9886354760704263,-0.4014013328502185
2019-11-12,0.9947035923433856,-0.39772721190167537
2019-11-13,0.9915572037074626,-0.39963228620801616
2019-11-14,0.9787220258316743,-0.40740372528242164
2019-11-15,0.9624170836397475,-0.4172760360585184
2019-11-16,0.9629571777582833,-0.4169490200578627
2019-11-17,0.9665733121191511,-0.41475952427196006
2019-11-18,0.9320072885328704,-0.4356885483139231
2019-11-19,0.9221755332028047,-0.4416414761409849
2019-11-20,0.913552181730387,-0.44686274001699977
2019-11-21,0.8615794693364273,-0.4783311599960609
2019-11-22,0.822086788895773,-0.5022431745314
2019-11-23,0.8308621836704675,-0.49692985152915015
2019-11-24,0.7934595313103651,-0.5195763965829603
2019-11-25,0.8140954383141628,-0.5070817747259755
2019-11-26,0.8117535175984956,-0.5084997600733563
2019-11-27,0.8523195783671638,-0.48393783558713444
2019-11-28,0.8415993909051371,-0.4904286909951068
2019-11-29,0.8791325281888354,-0.46770313997475166
2019-11-30,0.856028754151813,-0.48169200511204324
2019-12-01,0.8403830444869225,-0.49116516400498667
2019-12-02,0.8314238361676842,-0.49658978236880436
2019-12-03,0.8311367693357735,-0.4967635954952032
2019-12-04,0.819949105451821,-0.503537498365928
2019-12-05,0.8407461329699716,-0.4909453213154703
2019-12-06,0.8514878788106793,-0.48444141274780794
2019-12-07,0.851791965415233,-0.48425729449533794
2019-12-08,0.8527178410470083,-0.4836966956370712
2019-12-09,0.8317290574237475,-0.49640497710792963
2019-12-10,0.8216953341249856,-0.5024801924310349
2019-12-11,0.8137550428613042,-0.507287877247397
2019-12-12,0.8139014129060335,-0.5071992531631857
2019-12-13,0.8217259697157431,-0.5024616432041068
2019-12-14,0.8037883831400131,-0.5133224869387403
2019-12-15,0.8037883831400131,-0.5133224869387403
2019-12-16,0.8037883831400131,-0.5133224869387403
2019-12-17,0.8037883831400131,-0.5133224869387403
2019-12-18,0.8037883831400131,-0.5133224869387403
2019-12-19,0.8037883831400131,-0.5133224869387403
2019-12-20,0.8037883831400131,-0.5133224869387403
2019-12-21,0.8037883831400131,-0.5133224869387403
2019-12-22,0.8037883831400131,-0.5133224869387403
2019-12-23,0.8037883831400131,-0.5133224869387403
2019-12-24,0.8037883831400131,-0.5133224869387403
2019-12-25,0.8037883831400131,-0.5133224869387403
2019-12-26,0.8037883831400131,-0.5133224869387403
2019-12-27,0.8037883831400131,-0.5133224869387403
2019-12-28,0.8037883831400131,-0.5133224869387403
2019-12-29,0.8037883831400131,-0.5133224869387403
2019-12-30,0.8037883831400131,-0.5133224869387403
2019-12-31,0.8037883831400131,-0.5133224869387403
2020-01-01,0.8037883831400131,-0.5133224869387403
2020-01-02,0.8037883831400131,-0.5133224869387403
2020-01-03,0.8037883831400131,-0.5133224869387403
2020-01-04,0.8037883831400131,-0.5133224869387403
2020-01-05,0.8037883831400131,-0.5133224869387403
2020-01-06,0.8037883831400131,-0.5133224869387403
2020-01-07,0.8037883831400131,-0.5133224869387403
2020-01-08,0.8037883831400131,-0.5133224869387403
2020-01-09,0.8037883831400131,-0.5133224869387403
2020-01-10,0.8037883831400131,-0.5133224869387403
2020-01-11,0.8037883831400131,-0.5133224869387403
2020-01-12,0.8037883831400131,-0.5133224869387403
2020-01-13,0.8037883831400131,-0.5133224869387403
2020-01-14,0.8037883831400131,-0.5133224869387403
2020-01-15,0.8037883831400131,-0.5133224869387403
2020-01-16,0.8037883831400131,-0.5133224869387403
2020-01-17,0.8037883831400131,-0.5133224869387403
2020-01-18,0.8037883831400131,-0.5133224869387403
2020-01-19,0.8037883831400131,-0.5133224869387403
2020-01-20,0.8037883831400131,-0.5133224869387403
2020-01-21,0.8037883831400131,-0.5133224869387403
2020-01-22,0.8037883831400131,-0.5133224869387403
2020-01-23,0.8037883831400131,-0.5133224869387403
2020-01-24,0.8037883831400131,-0.5133224869387403
2020-01-25,0.8037883831400131,-0.5133224869387403
2020-01-26,0.8037883831400131,-0.5133224869387403
2020-01-27,0.8037883831400131,-0.5133224869387403
